sales_id,name,prices,item_sold
505,"Laptop Double handbag Case for Macbook 13.3"" 14"" 15"" 15.6"" 16"" Waterproof Notebook bag for HP DELL Lenovo ASUS Huawei Samsung ",19318.1619318.16,20
506,2024 Portable 2 in 1 Laptop Computer Intel N4020 11.6 Inch Touch Screen Notebook 8GB DDR4 512GB SSD Windows 11 Pro PC Computer ,380901.89,37
507,LCD Screen For GARMIN FORERUNNER 735 XT 735XT LCD Display Screen Digitizer GPS Multifunctional Running Sports  Repair Part ,21291.91,128
508,Mini PU Leather Pouch Chargers Storage Bags For Travel USB Data Cable Mouse Organizer Electronic Gadget Bags ,5236.5811140.19,21
509,"DOMISO 10"",13"",14"",156"",17"" Inch Multi-Functional Laptop Sleeve Business Briefcase Waterproof Messenger Shoulder Bag ",43977.0543977.05,51
510,Hard Shell for 2024 2022 MacBook Pro Air M2 Case A2779 A2681 A2780 M1 A2338 11 12 13 14 15 16 inch 2021 A2337 Mac Laptop Cover ,19849.520324.84,33
511,Easy Super Slim 15.6 16 Inch Laptop Bag Case Sleeve For M1 M2 MacBook Pro16 Thinkpad HP X360 15 Dell Vostro ,11682.1524855.83,"1,000+"
512,"2021 New ultra-thin sleeve pouch cover,Tyvek Paper Keyboard sleeve case for Logitech K380 Magic Keyboard with Numeric Keypad ",8769.1910277.16,113
513,"DXT NEW  Laptop Battery A1582 For Apple MacPlePro 13"" Retina A1502 2013 2014 2015 020-00010 year ",51138.34,67
514,Waterproof Laptop Keyboard protective film 14-15 Inch keyboard cover 15.6 17 10 notebook Keyboard cover dustproof film silicone ,3186.886130.58,443
515,NEW Laptop Case for DELL 15 G3 3500 3590 Notebook LCD Back Cover Case/Front Frame/Hinges/Palmrest/Bottom Case Laptop Accessories ,34371.92,46
516,New Original For ASUS ZenBook 14 UX425 UM425 UX425J UX425JA U4700J Laptop LCD Back Cover Front Bezel Palmrest Hinges Bottom Case ,41272.5441272.54,44
517,"Laptop Inner Bag 11/13/14/15/16/17 Inch Computer Bag Protective Cover, Front Pocket Can Hold Power, Multifunctional Laptop Bag ",7523.4716309.61,"1,000+"
518,MFKVP Laptop Battery For Dell Precision 7510 7520 7710 7720 M7710 M7510 T05W1 1G9VM GR5D3 0FNY7 M28DH ,49137.27,68
519,"Shockproof Messenger Laptop Bag 14,15,16 Inch,Handbag Briefcase Man Lady Shoulder Case For Macbook Notebook Tablet PC Bag, ",34377.134377.1,36
520,NV140FHM-N48 NV140FHM-N3K N4K N3B N4H N44 N45 B140HAN04.0 B140HAN04.5 N140HCA-EAC ,86872.386872.3,22
521,Laptop Sleeve 13 14 15 15.6 inch Briefcase Cover For MacBook Air Pro Xiaomi Huawei ASUS Notebook Case Men Women Portable Handbag ,31956.83,34
522,For BMW Motorrad Navigator VI LCD Screen Display And Touch Screen With Frame For BMW Motorrad Navigator 6 (New Version) ,98329.61,72
523,Back Cover Case For GARMIN Forerunner 645 Forerunner 645 Music 645M Rear Cover Case Sports Smart  Parts Replacement ,40961.11,15
524,Soft Sleeve Laptop Bag For Macbook Air Pro Retina 11 12 13 14 15 inch Notebook Tablet Case Cover For HP Dell Macbook With Gift ,8851.149277.31,99
525,LCD Display Screen For Garmin Forerunner 30 Forerunner 35 LCD Display Screen Forerunner 30 35 Panel Parts Repair Replacement ,24570.11,33
526,Laptop Case for Macbook Air 13 A2337 2020 A2338 M1 Chip Pro 13 2022 M2 Air 13.6 M2 for Macbook Pro 14 case 2021 2023 M3 Pro 16 ,16259.8716849.95,"10,000+"
527,Laptop Case For  Lenovo Yoga 7 14ARB7 14IAL7 14ARP8 14IRL8 Laptop SleeveDetachable Notebook PC Cover Bag Protective Skin ,50258.2471797.49,23
528,DXT New Laptop Battery AP19B5L For Acer Aspire A515-44-R5XW A515-43 Sf314-42 SP314-21N-R5FR A515-44-R5XW Vero AV15-51 ,39576.62,16
529,Handbag Laptop Bag 13 14 15 15.6 Inch For MacBook Air ASUS laptop bag Case Cover Notebook Accessory Women Men Briefcase ,38846.67,147
530,Brand New For MacBook Pro 15.4'' A1398 LCD Display Full Assembly Replacement 2880*1800 A1398 LCD screen 2013 2014 2015Year ,305857.3,116
531,DXT New Laptop Battery C41N1904 For ASUS ZenBook 14 UX425UA UM425IA UX425EA UX425JA BX325JA UX325EA UX325JA UX363EA ,46246.85,19
532,UTL-3285131-2S U2985131P-2S1P U3285131PV-2S U3285131P-2S U3285131P-2S1P U3485131PY-2S1P Laptop Battery For ATVIO W1415A Tablet ,52942.93,21
533,L16C4PB3  Laptop Battery For Lenovo IdeaPad 720S-13ARR 720S-13IKB ,44023.44,9
534,Original For Garmin edge 810 800 edge810 touch lcd screen glass GPS Bike Computer digitizer panel Repair replacement parts ,24570.11,21
535,New Laptop Case For Dell G3 15 3590 P89F Back Cover LCD Front Bezel Hinge Palmrest Bottom Case Gaming Lid Keyboard 03HKFN 0YGCNV ,39518.7141387.28,48
536,"N140JCN-GS9 Fit R140NW4D R0 14.0"" FHD 1920x1200 Laptop LCD Touch Screen IPS Display Panel EDP 40Pins 5M11C53215 ",95887.35,
537,WiWU Laptop Tote Bag for MacBook Air 13.6 M3 Pro 14 Large Capacity Computer Bag for MacBook Air 15.3 Waterproof Laptop Bag Women ,44714.65,20
538,"New 2020 New A2337 LCD Display Assembly for Macbook Air Retina 13.3"" M1 A2337 Full Complete Screen EMC 3598 MGN63 MGN73 ",208247.66,77
539,Laptop Cases for MacBook Air 15 Case M2 2023 Touch ID pasta macbook Air 15.3 inch 2024 M3 A2941 A3114 Funda shell ,19614.6136324.9,470
540,New For Lenovo IdeaPad 3 15ITL6 15ADA6 15ALC6 2021Laptop LCD Back Cover/Front Bezel/keyboard/Palmrest/Hinges/Bottom Case ,48261.8169944.65,76
541,NEW LCD LVDS Video Cable For Asus K56VM A56C K56 K56C K56CM K56CA S56C 14005-00600100 14005-00600100 ,9120.6,1
542,14.0'' B140HAN07.6 Laptop LCD Screen Display Panel Matrix Replacement ,144160.09,
543,"15.6"" SLIM 1080P IPS NV156FHM-N45 FIT NV156FHM-N4Q NE156FHM-NS0 LP156WFC SPD1 LP156WFH SPD1 N156HCA-EAB LM156LF5L04 B156HAN02.7 ",91691.2591691.25,6
544,Laptops Matte Case for MacBook Pro 16.2 A2485 M1 Chip Retina 12 11 touch bar For Macbook Pro 15 16 Case A2141 A1398 A1707 A1286 ,25022.5845341.27,496
545,Laptop Bag Sleeve For Macbook Air M1 Mac Book Pro M2 M3 Lenovo iPad 13 14 15 15.6 16 Inch Notebook Case Cover Tablet Accessories ,15329.9229480.97,3000+
546,14.0'' B140HAN07.7 Laptop LCD Screen Display Panel Matrix Replacement ,144160.09,
547,16.0inch N160JCE ELL Rev.C3 Matrix Display Panel Laptop LCD Replacement Screen FHD 1920*1200 30pins ,88009.82,
548,15.3'' B153UAN01.H NV153WUM-N61 Laptop LCD Screen Display Panel Matrix Replacement 1920x1200 EDP 30 Pins ,137295.33,
549,14.0'' MNE007QS3-3 Laptop LCD Screen Display Panel Matrix Replacement 1920*1200 ,144160.09,
550,14''Laptop Lcd Screen 1600*900 LVDS 40pins B140RTN02.1 B140RW02 V.0 v.1 LP140WD2-TLD2 N140FGE-LA2 LP140WD2-TLC1 ,49173,
551,DTCTF 11.1V 44.40WH 4000mAh Model LBG522QH battery For LG XNote Ultrabook Z350 Z350-GE30KB Z360 Z360-GH60K Series laptop ,50953.06,12
552,New for Dell XPS 15 9575 speaker precision 5530  07rrx5 laptop speaker set L R ,31340.76,
553,13.3 INCH LAPTOP LCD SCREEN B133HAN02.1 B133HAN02.7 1920*1080 FOR ASUS UX305 UX305FA UX305CA UX305LA UX360UA UX360CA ,62285.8,
554,Casio Electric Piano Rubber Hammer Cap For Casio PX120 150 160 330 350 860 AP 200 250 450 400 700 CDP100 CDP200 ,1426.02,1
555,NEW Laptop Case for HP 15-DW 15S-DU DY DR 250 255 G8 TPN-C139 LCD Back Cover Front Bezel Palmrest Bottom Case Top Upper Housing ,51320.2264154.37,160
556,Laptop Case for Huawei MateBook D15/D14/13/14/MateBook X Pro /X 2020/MagicBook Pro 16.1/14/15/x14/x15 Protective Sleeve ,16095.9616423.78,59
557,"Brand New Laptop Full LCD Screen Display For Macbook Retina A1534 12"" Glass Panel Assembly Replacement 2015 2016 2017 Year ",236931.71,50
558,For Lenovo Yoga 520 14ikb Display 520-14IKB 520-14 Flex 5-14 1470 LCD Screen Touch Digitizer Panel Assembly With Frame HD /FHD ,113486.35,5
559,Notebook Parts For Dell G15 5510 5511 5515 5520 5525 Front Bezel Palmrest Bottom Case Hinges Back Cover ,61046.3988473.03,16
560,"13.3inch  NV133WUM-N63 LCD 13.3"" 1920x1200 WUXGA Screen Schermo ",94412.16,
561,Laptop Case For New MacBook Pro 14 Case 2023 For MacBook M3 M2 M1 Chip Pro 16 Funda 2022 2020 Air 13 13.6 15 Cover accessories ,15983.0531968.41,3000+
562,FOR Dell Inspiron 5770 EDP LCD Display Screen Cable 0GK0Y0 GK0Y0 ,12092.08,
563,NEW Laptop Case For Acer Aspire 3 A315-42 42G A315-54 A315-54K A315 N19C1 15.6'' LCD Back Cove Screen Shell Rear Lid Top Housing ,30978.9931896.89,93
564,"NV140FHM-T0A 40-pin, Folding Back, Touch LCD Screen ",74113.54,
565,B116AW02 V.0 LP116WSA-TLA1 N116L6-L02 LED LCD Screen 1024*600 Display matrix ,57532.41,
566,Replacement Part For GARMIN Forerunner 645 645Music 645M Forerunner645 Back Cover Without Sensor Back Case Repair ,40961.11,5
567,Laptop Parts LCD Screen For Macbook Air Retina 13.3inch A2337 M1 2020 Year Display Replacement EMC 3598 Glass Pane ,225858.69645313.51,79
568,1pcs For Casio PX120 150 160 330 350 860 800 AP 200 250 450 400 700 CDP100 CDP200 Casio PX7WE Electric Piano Rubber Hammer Cap ,1622.71,
569,Conductive Rubber For M-Audio Keystation Pro 88 Conductive Keyboard Contacts D-pad 12 Keys 13 Keys Replacement ,16374.61,
570,For MICRO SEIKI MB-12 MB-14 MB-16 MB-18 Turntable Belt Replacement ,14571.6,
571,For MAGNAVOX BB1846 WA01 EC8010 EC9015 EC9360BK01 Turntable Belt Replacement ,14571.6,
572,"15.6"" IPS FHD N156HGA-EA3 NV156FHM-N45 N35 N48 NS0 N3D N156HCA-EAA TV156FHM-NH1 LM156LFCL LP156WFC LCD Display Screen 30pins ",57901.2,2
573,For ROLAND FD-6 FD-7 FD-8 TD-1 Hi Hat SENSOR ACTUATOR Pedal Rubber Parts Replacement Repair ,13896.29,
574,New Original Lower Shell Bottom Case Base Cover Housing For HP 14-AC AF 14T-AC 14Z-AF 14Q-AJ Laptop 813500-001 ,35912.6840813.59,1
575,14'' B140XW01 LTN140AT26 LP140WH4-TL LP140WH1 LTN140AT16 N140BGE-L21 LTN140AT07 HB140WX1 N140BGE-L22 Laptop Lcd Screen Display ,29503.8,2
576,OriginalB133HAN05.C for Asus Zenbook 13 UX333 UX333F UX333FN UX333FA UX333FAC UX333FLC Laptop Lcd Screen Display Matrix ,98346,15
577,Used LS-K321P NBX0002MB00 USB Board with Cable for LENOVO Air 14ITL 2021 5-14ITL05 82FE (CF49) ,35500.38,
578,For Toshiba SR230 SR305 SRA102 SRA270 Turntable Belt Replacement ,15555.06,
579,1PCS Conductive Rubber Contact Pad Button D-Pad for YAMAHA PSR E313 323 333 E213 E413 ,3261.81,
580,For PIONEER	PL-L90 PL-X340 PL-S30 Turntable Belt Replacement ,14571.6,
581,For HARMAN KARDON T-55C T-145 T-20 T-40 T-60 T-60C Turntable Belt Replacement ,14571.6,
582,"Original NEW 15.6"" LCD Display Laptop Matrix HD EDP 30 Pins B156XTN08.1 NT156WHM-N34 N44 N34 N43 B156XTN08.0 N156BGA-EA3 Matte ",78676.8,
583,For Keyin Korg PA50 PA50SD Conductive Rubber Contact Button D-Pad Part Replacement ,4310.83,
584,New for lenovo Pro 14 IAH5R 2022 model oga 14s IAH5R C cover keyboard bezel ,102509.32,
585,HAWEEL Laptop Sleeve Case 11 13 15 16  inch For HP DELL Notebook bag Carrying Bag Macbook Air Pro 13.3 Shockproof Case ,9588.749932.95,"1,000+"
586,15.6 inch  LCD Screen Replacement for Laptop Matrix display For Toshiba Satellite C50 C850D C855D C650 C660 C660D L650 notebook ,40977.5,3
587,Original 13.3 Inch LCD Laptop Screen Display Replacement Panel R133NWF4 R5 FHD 1920x1080 40PINS On-Cell Touch 71% NTSC ,114720.61,
588,For PANASONIC TECHNICS SG-V03 SG-V05 SG-V11 Turntable Belt Replacement ,14571.6,
589,For TECHNICS PANASONIC SL-23 SL-235 SL-303 SE-P44 SL-B100 SL-B31 Turntable Belt Replacement ,14571.6,
590,For Craig 5101 5102 5102-026 8403	 Turntable Belt Replacement ,14571.6,
591,13 Keys Conductive Rubber For Roland Korg PA80 Contact Pad Button D-Pad Conductive Rubber Strip ,5753.24,4
592,B140HAK01.0 NV140FHM T00 R140NWF5 R1 R6 Touch LCD Screen For Lenovo ThinkPad T470P T470S T470 T480 T480S A485 20L5 20L6 Dispay ,88009.82,13
593,14.0 Inch Laptop LCD Screen NV140WUM-N41 1920x1200 Non-Touch Matrix Display Panel 30pins eDP ,57901.2,
594,"Brand New A2337 A2338 Display EMC 3598 3578 8162 For Macbook Air Pro 13.3"" 2020 2022 M1 M2 Laptop LCD Full Screen Assembly ",256666.76,164
595,nt156fhm-n41 NT156FHM N42 N31 B156HTN03.6 N156HGE-EA1 B156HTN03.4 B156HTN03.5 B156HTN03.8 1920x1080 30 PIN Laptop Lcd Screen ,72218.7572218.75,19
596,"LPPLY A1706 Display Laptop For Macbook Pro Retina 13""  A1706 LCD Screen Display Panel Free Shipping ",132767.1,
597,New for Lenovo IdeaPad Gaming 3-15IHU6 ACH6 Laptop C-Cover with keyboard Arabic TUR ENG RGB ,153639.68,
598,For THORENS TD-110 TD-115 TD-115BZW TD-126 Turntable Belt Replacement ,14571.6,
599,For PIONEER	PL-X300 PL-600 PL-203 PL-203AZ PL-222AZ Turntable Belt Replacement ,14571.6,
600,For REALISTIC LAB-1200 LAB-1500 R-8000 LAB-30 Turntable Belt Replacement ,14571.6,
601,G133HAN02.1 13.3'' NEW Original Display Replacement Panel Matrix Laptop LCD screen ,114737,
602,B140HAN01.1 B140HAN01.2 B140HAN01.3 B140HAN01.4 LP140WF1 SPB1 1920*100 30pin For Lenovo Y40 E440 T450 T440P T440S LCD ,81135.45,3
603,B145QAN01.H IPS 14.5'' 2560x1600 NEW Original Display Replacement Panel Matrix Laptop LCD screen ,147519,
604,"MNF601CA1-1 MNF601CA1 15.6"" Replacement Display Panel Matrix Laptop LCD screen QHD 2560×1440 40pins 60HZ ",132111.46,
605,"661-6594 661-5868 Full LCD Screen Assembly Display  For MacBook Pro 13"" A1278 2011 2012 MC724/700 MD101/102 MD313/314 ",46205.16,53
606,DXT NEW Laptop Battery 505979-3S1P-1 for Chuwi for CoreBook X 14 CWI529 11.55v 4000mAh ,68703.24,18
607,"15.6"" Laptop Matrix For ASUS X550JX LCD Screen 30 Pins Panel replacement ",78185.07,
608,For HITACHI HT-20S HT-21 HT-320 Turntable Belt Replacement ,14571.6,
609,For Micro Seiki MB-14 BL-41 MB-12 MB16 MB18 Turntable Belt Replacement ,14735.51,
610,For KLH TT-101 CALIBRE 330 CONCORD BO-1000 Turntable Belt Replacement ,14571.6,
611,NLB150XG01L-01 15 inch original industrial LCD screen 1024x768 ,127849.8,
612,"NV156FHM-NX2 fit B156HAN13.1 B156HAN13.0 N156HRA-GAA NV156FHM-NX1 EDP 40PIN 15.6"" Slim LED Matrix 120HZ 1920×1080 ",108836.24,
613,"B125XTN01.0 fit 12.5""1366X768 HB125WX1-200 LP125WH2-TPH1 Display Laptop LED LCD ",65347.3,
614,LP156WFC(SP)(H1) 30PINS  60HZ   1920*1080  Laptop LED Screen Panel ,76429.58,1
615,LP133X7 N2C2 fit TM133XG-07 Laptop LCD LED Display Screen NEW UB133X01-2 LP133X7 XF1024X768 20 PIN ,64664.06,
616,17.3'' Laptop LCD LED Screen B173RTN01.1 B173RTN01 1 B173RTNO1.1 LED Display HD+ eDP 1600x900 Replacement ,111130.98,
617,LCD Video Display Cable For IBM Lenovo Thinkpad X1 Carbon Gen 2 50.4LY01.001 04X5596 30P Year 2014 ,10811.31,
